Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	MP ID	Term
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0002423	abnormal mast cell physiology
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0002464	abnormal basophil physiology
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0002497	increased IgE level
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0002606	increased basophil cell number
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0005596	increased susceptibility to type I hypersensitivity reaction
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0008699	increased interleukin-4 secretion
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0009763	increased sensitivity to induced morbidity/mortality
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0010180	increased susceptibility to weight loss
Enpp3	current symbol	MGI:2143702	10	-	24649712	24712093	MP:0013956	decreased colon length
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0000314	schistocytosis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0000530	abnormal kidney blood vessel morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0000755	hindlimb paralysis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0001004	abnormal retina photoreceptor morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0001265	decreased body size
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0001325	abnormal retina morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0001394	circling
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0001577	anemia
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0001916	intracerebral hemorrhage
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002083	premature death
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002135	abnormal kidney morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002551	abnormal blood coagulation
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002640	reticulocytosis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002743	glomerulonephritis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002792	abnormal retina vasculature morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002871	albuminuria
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002874	decreased hemoglobin content
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0002962	increased urine protein level
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0003099	retina detachment
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0003157	impaired muscle relaxation
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0003179	thrombocytopenia
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0003329	amyloid beta deposits
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0003606	kidney failure
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0003727	abnormal retina layer morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0004924	abnormal behavior
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0005048	abnormal thrombosis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0005161	hematuria
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0005201	abnormal retina pigment epithelium morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0005239	abnormal Bruch membrane morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0005325	abnormal renal glomerulus morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0005561	increased mean corpuscular hemoglobin
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0005565	increased blood urea nitrogen level
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0005615	increased susceptibility to type III hypersensitivity reaction
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0006074	abnormal retina rod bipolar cell morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0006080	brain ischemia
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0006134	artery occlusion
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0006149	decreased visual acuity
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0006242	white pupil
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0008586	disorganized photoreceptor outer segment
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0009642	abnormal blood homeostasis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0010061	increased creatine level
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0010215	abnormal circulating complement protein level
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011310	abnormal kidney capillary morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011320	abnormal glomerular capillary morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011339	abnormal glomerular mesangium morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011348	abnormal renal glomerulus basement membrane morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011353	expanded mesangial matrix
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011427	increased mesangial cell number
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011453	abnormal glomerular capillary endothelium morphology
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011507	abnormal kidney thrombosis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011508	abnormal glomerular capillary thrombosis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011512	mesangial cell interposition
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011566	abnormal complement protein level
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0011738	anasarca
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0012049	increased susceptilbility to retina ischemic injury
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0012143	decreased a-wave amplitude
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0012144	decreased b-wave amplitude
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0012553	decreased serum complement activity
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0012609	decreased complement C5 level
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0020216	decreased circulating complement protein level
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0020518	renal glomerular protein deposits
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0020519	renal glomerular immunoglobulin deposits
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0031159	abnormal hepatic portal vein thrombosis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0031161	abnormal kidney venous thrombosis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0031167	abnormal lung thrombosis
Cfh	current symbol	MGI:88385	1	-	140013593	140111149	MP:0031168	abnormal brain thrombosis
Abp1		No associated gene					
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0000242	impaired fertilization
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0001125	abnormal oocyte morphology
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0001386	abnormal maternal nurturing
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0001923	reduced female fertility
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0001926	female infertility
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0001935	decreased litter size
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0003406	failure of zygotic cell division
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0003697	absent zona pellucida
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0009374	absent cumulus expansion
Ambp	current symbol	MGI:88002	4	-	63061512	63072409	MP:0009648	abnormal superovulation
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0001260	increased body weight
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0001552	increased circulating triglyceride level
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0002079	increased circulating insulin level
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0002941	increased circulating alanine transaminase level
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0002981	increased liver weight
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0005178	increased circulating cholesterol level
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0005293	impaired glucose tolerance
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0005331	insulin resistance
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0005342	abnormal intestinal lipid absorption
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0005658	increased susceptibility to diet-induced obesity
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0009355	increased liver triglyceride level
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0010027	increased liver cholesterol level
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0013279	increased fasting circulating glucose level
2010003K11Rik	current symbol	MGI:1917111	19	-	4546816	4548611	MP:0031269	increased susceptibility to diet-induced hepatic steatosis
Kng1	current symbol	MGI:1097705	16	+	22876970	22900828	MP:0002551	abnormal blood coagulation
Kng1	current symbol	MGI:1097705	16	+	22876970	22900828	MP:0012359	increased partial thromboplastin time
Kng1	current symbol	MGI:1097705	16	+	22876970	22900828	MP:0031120	decreased susceptibility to induced thrombosis
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0000183	decreased circulating LDL cholesterol level
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0000186	decreased circulating HDL cholesterol level
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0000479	abnormal enterocyte morphology
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0001552	increased circulating triglyceride level
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0002628	hepatic steatosis
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0002647	decreased intestinal cholesterol absorption
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0002941	increased circulating alanine transaminase level
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0003976	decreased circulating VLDL triglyceride level
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0005179	decreased circulating cholesterol level
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0005278	abnormal cholesterol homeostasis
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0005317	increased triglyceride level
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0005342	abnormal intestinal lipid absorption
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0009355	increased liver triglyceride level
Tm6sf2	current symbol	MGI:1933210	8	+	70525574	70532716	MP:0010332	abnormal circulating apolipoprotein level
Serpinf2	current symbol	MGI:107173	11	-	75322562	75330327	MP:0002551	abnormal blood coagulation
Serpinf2	current symbol	MGI:107173	11	-	75322562	75330327	MP:0003422	abnormal thrombolysis
Serpinf2	current symbol	MGI:107173	11	-	75322562	75330327	MP:0006058	decreased cerebral infarct size
Agmat	current symbol	MGI:1923236	4	+	141473986	141486574	
Cyp2j5	current symbol	MGI:1270149	4	-	96517010	96552391	MP:0001935	decreased litter size
Cyp2j5	current symbol	MGI:1270149	4	-	96517010	96552391	MP:0003025	increased vasoconstriction
Cyp2j5	current symbol	MGI:1270149	4	-	96517010	96552391	MP:0003371	decreased circulating estrogen level
Cyp2j5	current symbol	MGI:1270149	4	-	96517010	96552391	MP:0003915	increased left ventricle weight
Cyp2j5	current symbol	MGI:1270149	4	-	96517010	96552391	MP:0006144	increased systemic arterial systolic blood pressure
Cyp2j5	current symbol	MGI:1270149	4	-	96517010	96552391	MP:0011417	abnormal renal transport
9030421J09Rik		No associated gene					
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0000219	increased neutrophil cell number
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0000495	abnormal colon morphology
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0001259	abnormal body weight
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0001663	abnormal digestive system physiology
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0008539	decreased susceptibility to induced colitis
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0008641	increased circulating interleukin-1 beta level
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0010097	abnormal retina blood vessel morphology
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0010210	abnormal circulating cytokine level
Trim31	current symbol	MGI:2385051	17	+	37209022	37221109	MP:0013022	increased Ly6C high monocyte number
Slc15a1	current symbol	MGI:1861376	14	-	121697033	121742664	MP:0001666	abnormal intestinal absorption
Keg1	current symbol	MGI:1928492	19	+	12673154	12697266	MP:0001399	hyperactivity
Keg1	current symbol	MGI:1928492	19	+	12673154	12697266	MP:0003131	increased erythrocyte cell number
Keg1	current symbol	MGI:1928492	19	+	12673154	12697266	MP:0005564	increased hemoglobin content
Keg1	current symbol	MGI:1928492	19	+	12673154	12697266	MP:0020870	decreased thigmotaxis
Q5SWY8		No associated gene					
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0000519	hydronephrosis
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0001211	wrinkled skin
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0001426	polydipsia
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0001429	dehydration
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0001732	postnatal growth retardation
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0001762	polyuria
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0002608	increased hematocrit
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0002843	decreased systemic arterial blood pressure
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0002988	decreased urine osmolality
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0003653	decreased skin turgor
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0005528	decreased renal glomerular filtration rate
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0005633	increased circulating sodium level
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0009643	abnormal urine homeostasis
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0011086	postnatal lethality, incomplete penetrance
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0011296	decreased tubuloglomerular feedback response
Kcnj1	current symbol	MGI:1927248	9	+	32283789	32310493	MP:0012551	metabolic acidosis
Slc6a20		No associated gene					
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0001260	increased body weight
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0001433	polyphagia
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0001625	cardiac hypertrophy
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0002079	increased circulating insulin level
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0002409	decreased susceptibility to infection
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0002411	decreased susceptibility to bacterial infection
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0002628	hepatic steatosis
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0002833	increased heart weight
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0005036	diarrhea
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0005293	impaired glucose tolerance
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0005669	increased circulating leptin level
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0009355	increased liver triglyceride level
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0009789	decreased susceptibility to bacterial infection induced morbidity/mortality
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0010024	increased total body fat amount
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0010934	increased subcutaneous adipose tissue amount
Gucy2c	current symbol	MGI:106903	6	-	136674282	136758740	MP:0011958	increased compensatory feeding amount
Defcr-rs1		No associated gene					
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0000063	decreased bone mineral density
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0000192	abnormal mineral level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0000194	increased circulating calcium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0000519	hydronephrosis
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0001263	weight loss
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0001426	polydipsia
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0001732	postnatal growth retardation
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0001762	polyuria
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0001771	abnormal circulating magnesium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0001784	abnormal fluid regulation
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0002135	abnormal kidney morphology
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0002136	abnormal kidney physiology
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0002608	increased hematocrit
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0002703	abnormal renal tubule morphology
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0002968	increased circulating alkaline phosphatase level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0002988	decreased urine osmolality
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003019	increased circulating chloride level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003020	decreased circulating chloride level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003028	alkalosis
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003197	nephrocalcinosis
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003352	increased circulating renin level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003353	decreased circulating renin level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003606	kidney failure
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003653	decreased skin turgor
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0003795	abnormal bone structure
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0004876	decreased mean systemic arterial blood pressure
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005441	increased urine calcium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005522	increased circulating atrial natriuretic factor
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005553	increased circulating creatinine level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005554	decreased circulating creatinine level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005557	increased creatinine clearance
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005560	decreased circulating glucose level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005565	increased blood urea nitrogen level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005568	increased circulating total protein level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005582	increased renin activity
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005619	increased urine potassium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0005633	increased circulating sodium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0006264	decreased systemic arterial systolic blood pressure
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0006316	increased urine sodium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0006317	decreased urine sodium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0008055	increased urine osmolality
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0009642	abnormal blood homeostasis
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0009643	abnormal urine homeostasis
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0010092	increased circulating magnesium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0010107	abnormal renal reabsorption
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0010108	abnormal renal water reabsorption
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011085	postnatal lethality, complete penetrance
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011295	abnormal tubuloglomerular feedback response
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011296	decreased tubuloglomerular feedback response
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011304	kidney papillary atrophy
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011403	pyelonephritis
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011404	pyelitis
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011424	decreased urine uric acid level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011435	increased urine magnesium level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011465	abnormal urine urea nitrogen level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011470	increased urine creatinine level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011471	decreased urine creatinine level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0011563	increased urine prostaglandin level
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0012551	metabolic acidosis
Slc12a1	current symbol	MGI:103150	2	+	124994430	125071922	MP:0031404	increased tubuloglomerular feedback response
Wfdc15		No associated gene					
1810007E14Rik		No associated gene					
Lrrc19	current symbol	MGI:2140219	4	-	94524890	94538381	MP:0002412	increased susceptibility to bacterial infection
Lrrc19	current symbol	MGI:2140219	4	-	94524890	94538381	MP:0008554	decreased circulating tumor necrosis factor level
Lrrc19	current symbol	MGI:2140219	4	-	94524890	94538381	MP:0008597	decreased circulating interleukin-6 level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000005	increased brown adipose tissue amount
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000029	abnormal malleus morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000063	decreased bone mineral density
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000066	osteoporosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000067	osteopetrosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000069	kyphoscoliosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000130	abnormal trabecular bone morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000131	abnormal long bone epiphysis morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000135	decreased compact bone thickness
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000137	abnormal vertebrae morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000150	abnormal rib morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000160	kyphosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000189	hypoglycemia
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000194	increased circulating calcium level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000217	abnormal leukocyte cell number
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000249	abnormal blood vessel physiology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000266	abnormal heart morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000285	abnormal heart valve morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000379	decreased hair follicle number
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000414	alopecia
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000416	sparse hair
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000470	abnormal stomach morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000521	abnormal kidney cortex morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000559	abnormal femur morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000572	abnormal autopod morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000609	abnormal liver physiology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000689	abnormal spleen morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000692	small spleen
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000767	abnormal smooth muscle morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000876	Purkinje cell degeneration
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0000880	decreased Purkinje cell number
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001132	absent mature ovarian follicles
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001175	abnormal lung morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001191	abnormal skin condition
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001218	thin epidermis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001258	decreased body length
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001262	decreased body weight
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001265	decreased body size
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001325	abnormal retina morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001402	decreased locomotor activity
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001407	short stride length
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001429	dehydration
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001454	abnormal cued conditioning behavior
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001469	abnormal contextual conditioning behavior
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001505	hunched posture
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001544	abnormal cardiovascular system physiology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001566	increased circulating phosphate level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001732	postnatal growth retardation
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001783	decreased white adipose tissue amount
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001861	lung inflammation
